episode,start,end,actual_mean_inflation,counterfactual_mean_inflation,mean_actual_minus_cf_gap,max_actual_minus_cf_gap,mean_theta
GFC and first peg break,2008-09-01,2010-01-01,17.40217567252609,9.378477121462426,8.023698551063665,12.233047961779306,0.8117647058823528
Crimea/Donbas and major devaluation,2014-02-01,2016-01-01,31.95729231702394,2.901170076532259,29.056122240491675,59.047620883031406,0.9895833333333334
Full-scale invasion and wartime regime,2022-02-24,2023-12-01,17.290291922790196,28.93613837819705,-11.645846455406856,-0.9017488764674582,0.42272727272727284
